unixtime;Bx;By;Bz
1615395157.8562803;8110;-8842;-8451
1615395157.866586;8260;-8465;-8292
1615395157.8973088;8666;-7237;-7682
1615395157.925886;8916;-5995;-7031
1615395157.935466;8987;-5535;-6783
1615395157.9468489;9056;-5027;-6513
1615395157.964946;9103;-4122;-5991
1615395157.9756541;9112;-3630;-5721
1615395157.9852602;9115;-3122;-5423
1615395158.0151296;9048;-1612;-4525
1615395158.0252442;8998;-1092;-4208
1615395158.0346947;8937;-572;-3887
1615395158.0453818;8840;7;-3513
1615395158.0547066;8742;452;-3236
1615395158.0645049;8632;977;-2896
1615395158.074754;8518;1500;-2563
1615395158.084758;8371;2012;-2220
1615395158.09562;8228;2607;-1822
1615395158.1246214;7735;4072;-832
1615395158.1348264;7540;4572;-473
1615395158.1451547;7308;5105;-97
1615395158.1540716;7102;5535;190
1615395158.1841023;6388;6920;1220
1615395158.1951425;6101;7397;1593
1615395158.2237477;5305;8605;2495
1615395158.2338104;4996;8997;2813
1615395158.2454026;4650;9402;3167
1615395158.262943;4065;10055;3691
1615395158.272955;3741;10395;3968
1615395158.2832565;3401;10705;4241
1615395158.2942712;3010;11052;4552
1615395158.3234026;2013;11805;5238
1615395158.3530347;941;12470;5873
1615395158.3633106;582;12660;6061
1615395158.3935487;-558;13127;6601
1615395158.4022913;-866;13235;6715
1615395158.43308;-1913;13485;7075
1615395158.4433525;-2315;13550;7190
1615395158.4616888;-2945;13582;7331
1615395158.4722981;-3263;13580;7388
1615395158.4819987;-3582;13572;7435
1615395158.4930823;-3978;13535;7478
1615395158.5220752;-4846;13355;7502
1615395158.5520833;-5705;13020;7426
1615395158.5819283;-6443;12570;7236
1615395158.5925412;-6728;12367;7127
1615395158.6113741;-7128;11982;6927
1615395158.6212418;-7347;11752;6805
1615395158.6316094;-7513;11525;6661
1615395158.6420386;-7743;11235;6500
1615395158.6613076;-8033;10737;6197
1615395158.670477;-8188;10460;6010
1615395158.680857;-8321;10150;5818
1615395158.691372;-8478;9807;5598
1615395158.7015982;-8558;9535;5413
1615395158.7306414;-8837;8537;4732
1615395158.7418554;-8937;8127;4446
1615395158.770289;-9070;7082;3680
1615395158.8009062;-9115;5912;2813
1615395158.8302763;-9080;4715;1876
1615395158.8406734;-9041;4265;1511
1615395158.869918;-8892;3112;557
1615395158.879344;-8830;2717;220
1615395158.8903701;-8742;2245;-162
1615395158.8993385;-8658;1882;-448
1615395158.9300945;-8381;707;-1503
1615395158.939823;-8252;262;-1887
1615395158.9489198;-8131;-60;-2190
1615395158.959046;-8012;-437;-2538
1615395158.9904716;-7596;-1617;-3615
1615395158.9987829;-7458;-1932;-3915
1615395159.0287306;-6995;-2980;-4911
1615395159.0399134;-6807;-3355;-5273
1615395159.0582993;-6470;-3952;-5862
1615395159.0681918;-6296;-4265;-6176
1615395159.0780513;-6121;-4557;-6476
1615395159.1076932;-5550;-5452;-7363
1615395159.118296;-5352;-5720;-7652
1615395159.1274831;-5167;-5977;-7911
1615395159.138878;-4940;-6262;-8206
1615395159.167817;-4363;-6915;-8917
1615395159.1976852;-3706;-7535;-9578
1615395159.2074137;-3485;-7712;-9772
1615395159.2387946;-2815;-8237;-10355
1615395159.2675796;-2180;-8602;-10800
1615395159.2973735;-1500;-8917;-11142
1615395159.316546;-1046;-9062;-11315
1615395159.3268623;-830;-9102;-11398
1615395159.3570156;-147;-9195;-11581
1615395159.366553;76;-9207;-11615
1615395159.376529;292;-9217;-11631
1615395159.3879032;540;-9205;-11631
1615395159.3960557;742;-9180;-11633
1615395159.4267123;1383;-9032;-11560
1615395159.43733;1631;-8957;-11505
1615395159.4560113;2021;-8787;-11380
1615395159.4658065;2225;-8690;-11312
1615395159.4759526;2430;-8555;-11211
1615395159.4877381;2648;-8412;-11100
1615395159.5053904;3026;-8127;-10862
1615395159.5152588;3202;-7957;-10737
1615395159.526383;3382;-7772;-10585
1615395159.5367563;3596;-7555;-10423
1615395159.55545;3907;-7160;-10105
1615395159.5648108;4070;-6925;-9933
1615395159.5750182;4212;-6690;-9740
1615395159.5860553;4395;-6400;-9486
1615395159.6144702;4758;-5615;-8841
1615395159.6244087;4877;-5312;-8622
1615395159.6357148;5006;-4967;-8347
1615395159.6542146;5172;-4352;-7865
1615395159.664134;5257;-4017;-7590
1615395159.6743124;5331;-3662;-7315
1615395159.7043946;5481;-2580;-6467
1615395159.7142112;5497;-2205;-6176
1615395159.7270746;5521;-1810;-5878
1615395159.7350342;5523;-1372;-5522
1615395159.763854;5470;-210;-4617
1615395159.7736537;5428;192;-4291
1615395159.7846375;5372;650;-3938
1615395159.813225;5141;1842;-3023
1615395159.8238337;5038;2257;-2688
1615395159.8342872;4922;2702;-2326
1615395159.853063;4685;3455;-1721
1615395159.8625822;4523;3852;-1391
1615395159.8726285;4378;4252;-1075
1615395159.9026678;3820;5402;-152
1615395159.9120905;3627;5770;152
1615395159.9220119;3406;6137;462
1615395159.9524922;2705;7172;1317
1615395159.9617968;2446;7490;1593
1615395159.9719331;2177;7800;1873
1615395160.0024312;1352;8680;2661
1615395160.0115225;1051;8940;2901
1615395160.0215898;748;9177;3127
1615395160.0326855;392;9462;3407
1615395160.0415852;123;9657;3590
1615395160.0514286;-195;9862;3797
1615395160.0617495;-523;10062;4026
1615395160.092249;-1528;10550;4590
1615395160.1214612;-2557;10892;5083
1615395160.1324697;-2957;11000;5250
1615395160.1506782;-3603;11125;5513
1615395160.1607661;-3946;11152;5612
1615395160.1708806;-4281;11180;5723
1615395160.2009878;-5296;11147;6001
1615395160.2107718;-5633;11092;6067
1615395160.240854;-6610;10857;6230
1615395160.2704387;-7548;10467;6320
1615395160.281445;-7886;10297;6333
1615395160.2995512;-8395;9945;6312
1615395160.3095503;-8668;9740;6301
1615395160.3200862;-8951;9522;6271
1615395160.3311276;-9257;9245;6236
1615395160.3396657;-9452;9025;6187
1615395160.3697224;-10140;8165;5982
1615395160.3814204;-10387;7807;5908
1615395160.3988965;-10743;7177;5740
1615395160.4092405;-10917;6822;5628
1615395160.4191709;-11090;6435;5497
1615395160.4301326;-11285;6005;5370
1615395160.4591615;-11677;4835;4982
1615395160.4889557;-11972;3507;4513
1615395160.5190563;-12183;2087;3980
1615395160.5296917;-12238;1550;3767
1615395160.5483778;-12273;615;3421
1615395160.5581365;-12288;115;3208
1615395160.5682225;-12291;-385;2998
1615395160.5980606;-12212;-1905;2340
1615395160.6085744;-12150;-2445;2116
1615395160.6180274;-12088;-2962;1857
1615395160.629247;-12022;-3555;1620
1615395160.6475525;-11812;-4512;1187
1615395160.657656;-11708;-5030;931
1615395160.6675847;-11580;-5555;693
1615395160.679274;-11458;-6135;427
1615395160.687765;-11313;-6567;208
1615395160.7179022;-10807;-8047;-536
1615395160.7286649;-10577;-8605;-792
1615395160.7573822;-9937;-9952;-1487
1615395160.787208;-9167;-11280;-2195
1615395160.8170702;-8307;-12517;-2896
1615395160.8282185;-7965;-12945;-3165
1615395160.846497;-7342;-13630;-3568
1615395160.8565269;-7021;-13977;-3788
1615395160.8667576;-6670;-14302;-4001
1615395160.8775845;-6280;-14682;-4250
1615395160.896499;-5595;-15235;-4620
1615395160.9063046;-5222;-15510;-4811
1615395160.916314;-4835;-15765;-5001
1615395160.927607;-4418;-16072;-5222
1615395160.946132;-3688;-16487;-5532
1615395160.955784;-3290;-16702;-5691
1615395160.9661155;-2897;-16877;-5873
1615395160.9770296;-2453;-17087;-6056
1615395160.9952097;-1705;-17367;-6315
1615395161.005826;-1320;-17510;-6462
1615395161.0154605;-906;-17622;-6578
1615395161.0264454;-458;-17737;-6721
1615395161.0555515;658;-17947;-7026
1615395161.0850832;1802;-18030;-7276
1615395161.1148844;2891;-18005;-7476
1615395161.1261487;3295;-17947;-7557
1615395161.144321;3931;-17845;-7606
1615395161.1545727;4247;-17767;-7666
1615395161.1643455;4556;-17682;-7675
1615395161.1756492;4925;-17557;-7698
1615395161.1940842;5441;-17322;-7688
1615395161.2042358;5716;-17182;-7693
1615395161.2142093;5992;-17027;-7677
1615395161.225161;6303;-16847;-7645
1615395161.2438087;6741;-16505;-7573
1615395161.253983;6968;-16297;-7518
1615395161.2638125;7176;-16097;-7478
1615395161.2749832;7413;-15857;-7410
1615395161.3040714;7922;-15157;-7183
1615395161.3342826;8338;-14370;-6876
1615395161.363452;8642;-13497;-6518
1615395161.3746784;8763;-13150;-6370
1615395161.3930612;8872;-12572;-6088
1615395161.4031317;8930;-12252;-5936
1615395161.4131303;8958;-11910;-5765
1615395161.4240494;9003;-11552;-5590
1615395161.4429226;9017;-10920;-5250
1615395161.452607;9008;-10580;-5067
1615395161.4624903;8990;-10225;-4860
1615395161.4736025;8966;-9850;-4656
1615395161.4919503;8882;-9210;-4257
1615395161.5025623;8827;-8847;-4037
1615395161.5119433;8763;-8525;-3816
1615395161.5422695;8558;-7505;-3148
1615395161.5519865;8471;-7160;-2912
1615395161.5617123;8371;-6822;-2675
1615395161.5727801;8247;-6457;-2400
1615395161.6020334;7912;-5522;-1688
1615395161.611795;7793;-5207;-1432
1615395161.623331;7656;-4865;-1143
1615395161.6413271;7390;-4302;-656
1615395161.6509516;7263;-4005;-397
1615395161.6608531;7107;-3715;-127
1615395161.7012224;6493;-2617;903
1615395161.7107315;6332;-2362;1171
1615395161.7224853;6166;-2082;1446
1615395161.7403765;5858;-1620;1938
1615395161.7503388;5700;-1390;2198
1615395161.7602792;5538;-1185;2448
1615395161.7901437;5048;-550;3197
1615395161.8001072;4885;-345;3448
1615395161.8102767;4727;-157;3682
1615395161.839655;4262;362;4380
1615395161.849685;4102;522;4606
1615395161.859546;3946;675;4835
1615395161.889511;3487;1102;5476
1615395161.8993893;3340;1237;5668
1615395161.9092457;3182;1355;5873
1615395161.939305;2767;1695;6442
1615395161.949253;2633;1797;6606
1615395161.958944;2488;1885;6770
1615395161.970059;2335;1977;6952
1615395161.9790738;2222;2065;7070
1615395162.0091357;1856;2275;7500
1615395162.0201054;1713;2335;7647
1615395162.0487452;1391;2482;7966
1615395162.0592172;1286;2527;8053
1615395162.0694406;1153;2557;8153
1615395162.0883162;965;2615;8301
1615395162.0980828;863;2632;8358
1615395162.1079404;775;2652;8423
1615395162.1485436;437;2677;8560
1615395162.177558;181;2640;8573
1615395162.1876523;112;2627;8571
1615395162.1971798;38;2605;8555
1615395162.2074504;-28;2595;8525
1615395162.2182884;-93;2570;8488
1615395162.227314;-168;2535;8446
1615395162.2373743;-223;2507;8393
1615395162.2471676;-286;2475;8336
1615395162.2567832;-340;2430;8262
1615395162.2682884;-395;2382;8190
1615395162.2969165;-535;2247;7933
1615395162.3068273;-582;2187;7816
1615395162.3181393;-647;2107;7696
1615395162.3467398;-737;1917;7317
1615395162.356507;-772;1847;7160
1615395162.3675985;-825;1765;7001
1615395162.396499;-901;1540;6522
1615395162.4064584;-937;1462;6336
1615395162.4171963;-956;1360;6123
1615395162.4261925;-967;1277;5933
1615395162.4560227;-1015;992;5312
1615395162.467159;-1046;897;5075
1615395162.4761493;-1051;817;4876
1615395162.4856462;-1058;710;4636
1615395162.4955575;-1067;625;4391
1615395162.5256407;-1065;287;3661
1615395162.535125;-1077;185;3388
1615395162.5450945;-1082;72;3143
1615395162.5549753;-1075;-32;2852
1615395162.5662355;-1072;-147;2550
1615395162.5754893;-1048;-242;2312
1615395162.5848546;-1046;-362;2012
1615395162.615887;-1038;-715;1116
1615395162.6248858;-1032;-815;860
1615395162.6347039;-1025;-935;547
1615395162.6447754;-993;-1047;258
1615395162.6543484;-982;-1170;-42
1615395162.6656365;-965;-1290;-372
1615395162.6747377;-948;-1392;-637
1615395162.684384;-917;-1507;-942
1615395162.6945324;-906;-1630;-1241
1615395162.704591;-880;-1732;-1552
1615395162.715475;-866;-1870;-1903
1615395162.744329;-808;-2207;-2781
1615395162.7541099;-780;-2320;-3088
1615395162.7651794;-745;-2440;-3435
1615395162.7942002;-677;-2765;-4303
1615395162.8039389;-642;-2872;-4601
1615395162.814857;-623;-2997;-4931
1615395162.843888;-545;-3307;-5753
1615395162.8736706;-445;-3630;-6596
1615395162.8835936;-407;-3732;-6862
1615395162.893485;-383;-3837;-7140
1615395162.9232926;-302;-4137;-7922
1615395162.9334753;-271;-4247;-8176
1615395162.9638293;-160;-4527;-8913
1615395162.9729383;-128;-4595;-9107
1615395162.982904;-102;-4690;-9345
1615395163.0136294;10;-4937;-9985
1615395163.0227299;20;-5007;-10142
1615395163.0325892;65;-5080;-10345
1615395163.0633461;160;-5302;-10883
1615395163.0717936;200;-5362;-11015
1615395163.1023057;292;-5547;-11472
1615395163.1132412;326;-5607;-11611
1615395163.1420348;413;-5752;-11957
1615395163.1716619;516;-5867;-12227
1615395163.1816437;540;-5912;-12301
1615395163.2123754;627;-6007;-12513
1615395163.241069;711;-6077;-12641
1615395163.270966;782;-6130;-12682
1615395163.2811172;808;-6135;-12690
1615395163.3115573;882;-6152;-12677
1615395163.3407485;946;-6140;-12601
1615395163.3503385;970;-6115;-12546
1615395163.3610947;982;-6117;-12495
1615395163.379991;1022;-6095;-12371
1615395163.3905127;1038;-6077;-12312
1615395163.4000053;1065;-6057;-12232
1615395163.4110873;1075;-6037;-12140
1615395163.42949;1120;-5980;-11946
1615395163.4396684;1136;-5957;-11848
1615395163.449731;1151;-5925;-11740
1615395163.4610033;1167;-5890;-11620
1615395163.4895968;1207;-5770;-11241
1615395163.519525;1241;-5662;-10827
1615395163.5492394;1281;-5507;-10328
1615395163.560544;1283;-5455;-10135
1615395163.5785358;1317;-5332;-9783
1615395163.5884187;1326;-5277;-9603
1615395163.598716;1341;-5222;-9418
1615395163.6095474;1346;-5140;-9181
1615395163.618899;1350;-5090;-9017
1615395163.648237;1378;-4905;-8382
1615395163.659647;1381;-4802;-8143
1615395163.6778743;1391;-4670;-7712
1615395163.6876192;1405;-4600;-7481
1615395163.6977506;1405;-4517;-7266
1615395163.7277977;1436;-4270;-6538
1615395163.7382534;1431;-4187;-6298
1615395163.7480867;1447;-4107;-6053
1615395163.7584841;1452;-4000;-5753
1615395163.7677152;1462;-3927;-5541
1615395163.7976515;1486;-3657;-4762
1615395163.8085573;1488;-3557;-4476
1615395163.8268929;1495;-3360;-3966
1615395163.8371592;1518;-3265;-3710
1615395163.8474102;1518;-3175;-3457
1615395163.8766398;1538;-2882;-2650
1615395163.8871682;1538;-2777;-2388
1615395163.8966007;1571;-2682;-2102
1615395163.9076152;1557;-2550;-1806
1615395163.9166865;1562;-2445;-1573
1615395163.9465554;1597;-2127;-776
1615395163.9572258;1597;-2000;-476
1615395163.986006;1633;-1685;282
1615395163.9960263;1640;-1567;531
1615395164.0069249;1647;-1445;830
1615395164.0160253;1657;-1347;1051
1615395164.046871;1692;-985;1802
1615395164.056903;1695;-855;2081
1615395164.0654004;1705;-750;2293
1615395164.0956275;1728;-400;2996
1615395164.1062317;1747;-270;3263
1615395164.1150393;1747;-157;3453
1615395164.1250343;1761;-45;3670
1615395164.1348698;1766;87;3890
1615395164.1447742;1768;202;4105
1615395164.1559715;1768;337;4331
1615395164.1644995;1781;442;4506
1615395164.174911;1778;570;4702
1615395164.2056153;1797;945;5301
1615395164.2143059;1787;1040;5453
1615395164.224554;1795;1177;5636
1615395164.2555113;1802;1550;6151
1615395164.264356;1787;1650;6268
1615395164.2941566;1797;2012;6702
1615395164.3049948;1778;2145;6862
1615395164.3338282;1766;2475;7200
1615395164.363799;1721;2812;7502
1615395164.3736064;1705;2930;7587
1615395164.4041781;1652;3275;7818
1615395164.4135103;1623;3357;7873
1615395164.4429939;1550;3662;8031
1615395164.4540443;1523;3805;8067
1615395164.483239;1431;4077;8151
1615395164.5125816;1322;4352;8190
1615395164.522723;1286;4440;8156
1615395164.553421;1148;4695;8093
1615395164.5624125;1122;4780;8072
1615395164.5919416;970;4987;7941
1615395164.6029916;896;5072;7865
1615395164.6115332;853;5140;7811
1615395164.6214764;796;5200;7745
1615395164.6317174;742;5267;7668
1615395164.6618376;556;5422;7416
1615395164.6712923;495;5467;7323
1615395164.6809967;431;5522;7211
1615395164.6910799;373;5552;7100
1615395164.7022722;283;5600;6980
1615395164.7305715;86;5702;6615
1615395164.7408545;31;5727;6483
1615395164.7514594;-62;5745;6326
1615395164.760641;-112;5772;6192
1615395164.7708747;-200;5782;6037
1615395164.7804549;-266;5797;5890
1615395164.790547;-345;5810;5737
1615395164.8017704;-435;5812;5557
1615395164.8307295;-647;5790;5047
1615395164.8403435;-721;5795;4876
1615395164.8511324;-811;5780;4663
1615395164.880147;-1032;5717;4091
1615395164.8904037;-1115;5695;3895
1615395164.9017067;-1196;5645;3661
1615395164.9193783;-1336;5575;3273
1615395164.9293396;-1412;5522;3058
1615395164.939715;-1478;5477;2838
1615395164.9692945;-1707;5307;2157
1615395164.979592;-1763;5260;1931
1615395164.9892979;-1837;5192;1680
1615395165.0004363;-1895;5107;1411
1615395165.0090678;-1963;5055;1192
1615395165.0389256;-2146;4807;448
1615395165.0498827;-2213;4717;182
1615395165.0587506;-2256;4630;-35
1615395165.0689156;-2301;4537;-291
1615395165.0786357;-2362;4445;-538
1615395165.0889275;-2415;4357;-790
1615395165.09979;-2477;4245;-1083
1615395165.1291354;-2596;3957;-1825
1615395165.1587245;-2743;3622;-2571
1615395165.1689093;-2770;3497;-2838
1615395165.1993563;-2876;3140;-3631
1615395165.2287395;-2957;2797;-4340
1615395165.23817;-2981;2687;-4590
1615395165.248693;-3000;2520;-4887
1615395165.2672737;-3042;2290;-5328
1615395165.277402;-3042;2172;-5560
1615395165.28782;-3068;2042;-5811
1615395165.317016;-3107;1662;-6502
1615395165.3270397;-3107;1527;-6732
1615395165.3376532;-3137;1400;-6961
1615395165.3481195;-3128;1255;-7211
1615395165.3768697;-3142;895;-7807
1615395165.3871238;-3140;765;-8023
1615395165.397612;-3147;632;-8252
1615395165.4265435;-3140;282;-8805
1615395165.4366856;-3128;167;-8998
1615395165.4472876;-3121;22;-9186
1615395165.4562712;-3111;-75;-9331
1615395165.4663723;-3105;-190;-9500
1615395165.497824;-3078;-545;-10003
1615395165.5061214;-3057;-635;-10137
1615395165.5359347;-3023;-957;-10560
1615395165.547226;-3002;-1072;-10701
1615395165.5660615;-2976;-1262;-10911
1615395165.5753653;-2950;-1345;-11028
1615395165.585508;-2926;-1445;-11142
1615395165.5966196;-2921;-1540;-11252
1615395165.615541;-2876;-1710;-11407
1615395165.6255915;-2865;-1795;-11508
1615395165.635487;-2838;-1870;-11578
1615395165.646336;-2817;-1962;-11666
1615395165.664965;-2765;-2115;-11761
1615395165.6751535;-2750;-2175;-11810
1615395165.6853588;-2736;-2252;-11870
1615395165.6963549;-2707;-2327;-11922
1615395165.7148094;-2670;-2435;-11955
1615395165.7247775;-2646;-2505;-11992
1615395165.734681;-2612;-2552;-12015
1615395165.7457275;-2586;-2622;-12017
1615395165.7646644;-2538;-2727;-12010
1615395165.7742178;-2507;-2767;-12003
1615395165.7843401;-2486;-2820;-11992
1615395165.7955372;-2462;-2877;-11973
1615395165.8141217;-2408;-2940;-11911
1615395165.8246047;-2388;-2987;-11865
1615395165.833744;-2338;-3015;-11827
1615395165.8451316;-2330;-3057;-11783
1615395165.8640501;-2282;-3100;-11661
1615395165.8739948;-2248;-3120;-11606
1615395165.8836036;-2225;-3152;-11525
1615395165.8946145;-2196;-3180;-11437
1615395165.9135966;-2127;-3215;-11273
1615395165.9234457;-2101;-3217;-11176
1615395165.9332616;-2066;-3230;-11077
1615395165.9443245;-2047;-3240;-10968
1615395165.9628816;-1992;-3227;-10747
1615395165.9732344;-1963;-3235;-10625
1615395165.9831476;-1930;-3230;-10497
1615395166.0329845;-1800;-3185;-9788
1615395166.0627518;-1721;-3122;-9317
1615395166.072343;-1683;-3077;-9137
1615395166.0820274;-1666;-3055;-8968
1615395166.0938218;-1645;-3020;-8770
1615395166.122499;-1565;-2907;-8216
1615395166.1522505;-1507;-2787;-7615
1615395166.1812532;-1457;-2632;-6993
1615395166.1925368;-1438;-2570;-6753
1615395166.2230787;-1402;-2390;-6111
1615395166.2514124;-1372;-2207;-5416
1615395166.2810006;-1370;-1997;-4705
1615395166.2917998;-1355;-1897;-4430
1615395166.3215175;-1350;-1662;-3737
1615395166.3507493;-1372;-1440;-2991
1615395166.3607101;-1383;-1360;-2737
1615395166.3920403;-1423;-1110;-1952
1615395166.4203537;-1460;-862;-1228
1615395166.4305348;-1483;-775;-980
1615395166.4407623;-1507;-682;-693
1615395166.4496992;-1523;-615;-481
1615395166.459526;-1552;-535;-217
1615395166.469204;-1568;-437;10
1615395166.4794683;-1597;-360;261
1615395166.5098238;-1687;-125;1010
1615395166.5189881;-1713;-22;1258
1615395166.5288646;-1750;57;1492
1615395166.558776;-1858;277;2187
1615395166.56878;-1887;347;2435
1615395166.5782714;-1923;432;2666
1615395166.6193278;-2111;717;3555
1615395166.6287787;-2148;782;3776
1615395166.6394286;-2201;850;3998
1615395166.668376;-2362;1025;4592
1615395166.6783993;-2403;1082;4778
1615395166.6893609;-2448;1147;5007
1615395166.7080655;-2543;1240;5350
1615395166.7175403;-2598;1277;5543
1615395166.7275848;-2646;1327;5718
1615395166.7579165;-2821;1435;6213
1615395166.7673721;-2871;1462;6370
1615395166.7777112;-2928;1507;6518
1615395166.7883348;-3000;1532;6693
1615395166.7972887;-3052;1555;6800
1615395166.8271012;-3223;1602;7203
1615395166.8382738;-3297;1622;7340
1615395166.8670762;-3458;1625;7658
1615395166.8968663;-3637;1590;7952
1615395166.9068475;-3701;1570;8017
1615395166.9376998;-3917;1512;8233
1615395166.9472716;-3962;1495;8273
1615395166.9762864;-4150;1367;8410
1615395166.9878879;-4218;1310;8446
1615395167.0160966;-4378;1157;8505
1615395167.0462954;-4547;945;8500
1615395167.0558407;-4618;875;8481
1615395167.0659273;-4661;800;8462
1615395167.0956342;-4811;497;8370
1615395167.1057115;-4863;395;8328
1615395167.1152534;-4911;287;8276
1615395167.1249342;-4958;190;8211
1615395167.1360743;-5030;60;8130
1615395167.1451247;-5067;-50;8070
1615395167.155119;-5101;-160;7996
1615395167.185912;-5236;-587;7696
1615395167.1948307;-5265;-715;7612
1615395167.2054763;-5305;-867;7508
1615395167.2147188;-5320;-1017;7396
1615395167.2450001;-5405;-1500;7007
1615395167.2547202;-5433;-1657;6878
1615395167.2854981;-5502;-2225;6388
1615395167.314676;-5515;-2762;5911
1615395167.3243146;-5526;-2962;5728
1615395167.3346918;-5523;-3187;5513
1615395167.353887;-5510;-3582;5160
1615395167.363441;-5497;-3785;4961
1615395167.373182;-5483;-3995;4758
1615395167.403362;-5415;-4662;4127
1615395167.413096;-5372;-4890;3890
1615395167.4231732;-5355;-5102;3658
1615395167.4345157;-5312;-5365;3393
1615395167.4629538;-5175;-6030;2710
1615395167.4731617;-5120;-6257;2476
1615395167.483996;-5053;-6530;2187
1615395167.502787;-4920;-6977;1726
1615395167.5129964;-4832;-7222;1471
1615395167.5223458;-4761;-7450;1190
1615395167.552469;-4497;-8172;432
1615395167.562016;-4405;-8415;162
1615395167.5723922;-4302;-8645;-106
1615395167.6022918;-3978;-9340;-906
1615395167.6126797;-3848;-9567;-1171
1615395167.6218977;-3722;-9805;-1443
1615395167.6328528;-3598;-10057;-1737
1615395167.6626947;-3187;-10700;-2506
1615395167.6921263;-2750;-11355;-3287
1615395167.7214897;-2267;-11970;-4053
1615395167.7326012;-2061;-12185;-4358
1615395167.7510834;-1726;-12522;-4795
1615395167.7610567;-1536;-12707;-5056
1615395167.7713234;-1352;-12885;-5298
1615395167.782322;-1138;-13090;-5573
1615395167.801205;-777;-13387;-5991
1615395167.8109872;-573;-13545;-6213
1615395167.820949;-368;-13697;-6442
1615395167.8321145;-138;-13850;-6693
1615395167.840673;46;-13965;-6878
1615395167.870601;675;-14335;-7486
1615395167.881573;927;-14452;-7688
1615395167.9107492;1565;-14720;-8208
1615395167.9406228;2225;-14927;-8663
1615395167.9703794;2897;-15070;-9080
1615395167.9814591;3152;-15095;-9216
1615395168.0012162;3572;-15127;-9421
1615395168.0094821;3782;-15125;-9530
1615395168.0198588;4017;-15117;-9601
1615395168.0313954;4252;-15102;-9707
1615395168.0494878;4650;-15060;-9846
1615395168.0591657;4875;-15010;-9913
1615395168.0693314;5091;-14957;-9957
1615395168.080477;5336;-14890;-10006
1615395168.099321;5697;-14757;-10072
1615395168.108928;5890;-14675;-10091
1615395168.1392994;6488;-14365;-10080
1615395168.1695054;7033;-13960;-10017
1615395168.179693;7226;-13787;-9973
1615395168.1987333;7508;-13477;-9871
1615395168.2086644;7672;-13307;-9807
1615395168.2184367;7825;-13107;-9747
1615395168.229727;8005;-12890;-9650
1615395168.2480862;8252;-12472;-9458
1615395168.2578392;8381;-12257;-9352
1615395168.268093;8505;-12025;-9236
1615395168.2791703;8650;-11747;-9102
1615395168.2975621;8837;-11262;-8846
1615395168.307527;8940;-11007;-8698
1615395168.317625;9027;-10715;-8555
1615395168.3290365;9138;-10390;-8340
1615395168.3472056;9260;-9830;-8010
1615395168.3571687;9333;-9517;-7837
1615395168.3677585;9381;-9192;-7642
1615395168.3780944;9452;-8830;-7421
1615395168.4074235;9550;-7847;-6811
1615395168.4172041;9565;-7492;-6578
1615395168.4279447;9600;-7087;-6320
1615395168.4467762;9586;-6390;-5860
1615395168.4563708;9567;-6015;-5620
1615395168.466332;9562;-5642;-5363
1615395168.4967694;9486;-4495;-4571
1615395168.5062659;9436;-4102;-4310
1615395168.5161386;9381;-3695;-4031
1615395168.5272589;9325;-3252;-3705
1615395168.556684;9103;-2110;-2873
1615395168.5659018;9008;-1707;-2596
1615395168.5771067;8911;-1255;-2263
1615395168.595434;8697;-510;-1710
1615395168.6054573;8585;-105;-1411
1615395168.6150966;8455;282;-1113
1615395168.6555169;7875;1835;58
1615395168.6649413;7711;2212;367
1615395168.6757612;7530;2630;700
1615395168.7046037;7010;3682;1522
1615395168.7145672;6800;4035;1802
1615395168.7255588;6586;4422;2130
1615395168.7542207;5968;5392;2933
1615395168.784194;5260;6315;3726
1615395168.7940736;5017;6615;3985
