unixtime;input;time;count;delta_t;ESP_CC;delta_cc;cc_overflow_count;time_print[all_mikrosec]
1615395165.0290651;9;3121595142;3158;60520;990265144;9674584;116;105
1615395165.0855384;9;3121651516;3159;56374;999284874;9019730;116;78
1615395165.1469831;9;3121712791;3160;61275;1009071305;9786431;116;134
1615395165.2652674;9;3121830902;3161;118111;1027959966;18888661;116;97
1615395165.3147266;9;3121880400;3162;49498;1035870912;7910946;116;90
1615395165.375203;9;3121940846;3163;60446;1045542378;9671466;116;78
1615395165.4305828;9;3121996181;3164;55335;1054395916;8853538;116;79
1615395165.4906085;9;3122056215;3165;60034;1064001440;9605524;116;79
1615395165.5434575;9;3122109489;3166;53274;1072525222;8523782;116;79
1615395165.6063712;9;3122172144;3167;62655;1082549954;10024732;116;79
1615395165.659774;9;3122225762;3168;53618;1091120190;8570236;116;91
1615395165.7192163;9;3122284963;3169;59201;1100583740;9463550;116;91
1615395165.8345997;9;3122400635;3170;115672;1119091150;18507410;116;81
1615395165.8929377;9;3122458966;3171;58331;1128424098;9332948;116;79
1615395165.9527504;9;3122518574;3172;59608;1137961494;9537396;116;79
1615395166.008113;9;3122574145;3173;55571;1146852884;8891390;116;79
1615395166.0711746;9;3122636937;3174;62792;1156881698;10028814;116;91
1615395166.1242456;9;3122690155;3175;53218;1165395975;8514277;116;79
1615395166.189892;9;3122755786;3176;65631;1175896887;10500912;116;79
1615395166.2403092;9;3122806361;3177;50575;1183988799;8091912;116;79
1615395166.307348;9;3122873261;3178;66900;1194692787;10703988;116;80
1615395166.3573008;9;3122923410;3179;50149;1202716671;8023884;116;79
1615395166.424429;9;3122990175;3180;66765;1213399177;10682506;116;80
1615395166.478097;9;3123043897;3181;53722;1221985949;8586772;116;91
1615395166.5390134;9;3123105041;3182;61144;1231769027;9783078;116;82
1615395166.5944803;9;3123160584;3183;55543;1240655915;8886888;116;96
1615395166.6565053;9;3123222412;3184;61828;1250548417;9892502;116;78
1615395166.7120717;9;3123277824;3185;55412;1259414251;8865834;116;83
1615395166.774909;9;3123340583;3186;62759;1269446766;10032515;116;134
1615395166.828683;9;3123394494;3187;53911;1278072452;8625686;116;79
1615395166.8828862;9;3123448532;3188;54038;1286701236;8628784;116;102
1615395166.9377856;9;3123503103;3189;54571;1295432456;8731220;116;79
1615395166.9994342;9;3123565054;3190;61951;1305335719;9903263;116;118
1615395167.0511327;9;3123617058;3191;52004;1313647649;8311930;116;99
1615395167.1118424;9;3123677716;3192;60658;1323352849;9705200;116;83
1615395167.1627035;9;3123728401;3193;50685;1331453450;8100601;116;118
1615395167.223765;9;3123789905;3194;61504;1341285404;9831954;116;103
1615395167.2733648;9;3123839259;3195;49354;1349182116;7896712;116;79
1615395167.331823;9;3123897572;3196;58313;1358494531;9312415;116;130
1615395167.3817093;9;3123948019;3197;50447;1366566087;8071556;116;83
1615395167.4397898;9;3124005828;3198;57809;1375806476;9240389;116;90
1615395167.487891;9;3124053840;3199;48012;1383479662;7673186;116;103
1615395167.5458453;9;3124111703;3200;57863;1392737850;9258188;116;79
1615395167.5922465;9;3124158051;3201;46348;1400144487;7406637;116;118
1615395167.6507804;9;3124216602;3202;58551;1409503991;9359504;116;99
1615395167.695507;9;3124261229;3203;44627;1416644201;7140210;116;83
1615395167.7510996;9;3124317234;3204;56005;1425596072;8951871;116;118
1615395167.7978196;9;3124363709;3205;46475;1433023418;7427346;116;106
1615395167.851475;9;3124417613;3206;53904;1441648044;8624626;116;79
1615395167.9583888;9;3124523819;3207;106206;1458623271;16975227;116;132
1615395168.0530834;9;3124619091;3208;95272;1473857768;15234497;116;96
1615395168.1521678;9;3124717981;3209;98890;1489671548;15813780;116;104
1615395168.2481406;9;3124813666;3210;95685;1504963363;15291815;116;119
1615395168.2865298;9;3124852575;3211;38909;1511188793;6225430;116;78
1615395168.3437674;9;3124909834;3212;57259;1520350323;9161530;116;79
1615395168.3801837;9;3124946334;3213;36500;1526190265;5839942;116;83
1615395168.4374897;9;3125003464;3214;57130;1535331085;9140820;116;79
1615395168.5225554;9;3125088493;3215;85029;1548935767;13604682;116;80
1615395168.6156983;9;3125181619;3216;93126;1563827255;14891488;116;103
1615395168.704005;9;3125270512;3217;88893;1578041411;14214156;116;87
1615395168.7964194;9;3125362633;3218;92121;1592780807;14739396;116;80
1615395168.8866563;9;3125452703;3219;90070;1607192049;14411242;116;80
1615395168.9254742;9;3125491306;3220;38603;1613368469;6176420;116;78
1615395168.9768386;9;3125542462;3221;51156;1621553359;8184890;116;79
1615395169.015882;9;3125582157;3222;39695;1627887269;6333910;116;86
1615395169.0673668;9;3125633341;3223;51184;1636076679;8189410;116;79
1615395169.1614003;9;3125726809;3224;93468;1651031541;14954862;116;84
1615395169.2000422;9;3125765694;3225;38885;1657253137;6221596;116;79
1615395169.2559898;9;3125821837;3226;56143;1666236071;8982934;116;79
1615395169.3486083;9;3125914728;3227;92891;1681098649;14862578;116;80
1615395169.444267;9;3126010346;3228;95618;1696388735;15290086;116;96
1615395169.5385718;9;3126103956;3229;93610;1711366315;14977580;116;96
1615395169.5747178;9;3126140741;3230;36785;1717252025;5885710;116;79
1615395169.6323097;9;3126198588;3231;57847;1726507559;9255534;116;80
1615395169.7271488;9;3126293442;3232;94854;1741675182;15167623;116;135
1615395169.8153474;9;3126381183;3233;87741;1755696374;14021192;116;104
1615395169.909558;9;3126475554;3234;94371;1770795746;15099372;116;84
1615395170.00068;9;3126566839;3235;91285;1785383665;14587919;116;135
1615395170.0930684;9;3126658531;3236;91692;1800045312;14661647;116;92
1615395170.1866372;9;3126752204;3237;93673;1815024308;14978996;116;104
1615395170.2233896;9;3126788871;3238;36667;1820891036;5866728;116;79
1615395170.2791774;9;3126845110;3239;56239;1829871543;8980507;116;134
1615395170.37191;9;3126937913;3240;92803;1844720093;14848550;116;81
1615395170.406249;9;3126972544;3241;34631;1850252046;5531953;116;91
1615395170.464103;9;3127029711;3242;57167;1859390002;9137956;116;99
1615395170.5532022;9;3127119006;3243;89295;1873668233;14278231;116;123
1615395170.58589;9;3127152034;3244;33028;1878944105;5275872;116;102
1615395170.643593;9;3127209808;3245;57774;1888187931;9243826;116;80
1615395170.7324605;9;3127298220;3246;88412;1902316162;14128231;116;131
1615395170.8210828;9;3127386870;3247;88650;1916500162;14184000;116;85
1615395170.856861;9;3127422811;3248;35941;1922241621;5741459;116;90
1615395170.9093633;9;3127475441;3249;52630;1930653785;8412164;116;103
1615395170.999491;9;3127565286;3250;89845;1945019998;14366213;116;119
1615395171.0872395;9;3127653242;3251;87956;1959084260;14064262;116;104
1615395171.1664202;9;3127731966;3252;78724;1971662391;12578131;116;116
1615395171.2550626;9;3127821296;3253;89330;1985955223;14292832;116;84
1615395171.2879968;9;3127854177;3254;32881;1991216149;5260926;116;79
1615395171.3428102;9;3127908570;3255;54393;1999919047;8702898;116;80
1615395171.428895;9;3127995037;3256;86467;2013753783;13834736;116;80
1615395171.5172427;9;3128082987;3257;87950;2027825819;14072036;116;80
1615395171.6049774;9;3128170725;3258;87738;2041846559;14020740;116;107
1615395171.6926932;9;3128258455;3259;87730;2055883283;14036724;116;81
1615395171.7272048;9;3128293238;3260;34783;2061448621;5565338;116;79
1615395171.7810159;9;3128347026;3261;53788;2070054685;8606064;116;79
1615395171.81506;9;3128381043;3262;34017;2075497389;5442704;116;79
1615395172.0478175;9;3128613365;3263;232322;2112651563;37154174;116;94
1615395172.1384058;9;3128703984;3264;90619;2127150521;14498958;116;80
1615395172.228343;9;3128793979;3265;89995;2141549699;14399178;116;80
1615395172.2645397;9;3128830456;3266;36477;2147386149;5836450;116;79
1615395172.3204086;9;3128886336;3267;55880;2156318179;8932030;116;88
1615395172.412124;9;3128978585;3268;92249;2171078089;14759910;116;84
1615395172.5082994;9;3129074256;3269;95671;2186385473;15307384;116;100
1615395172.5509038;9;3129116877;3270;42621;2193204831;6819358;116;79
1615395172.6085873;9;3129174215;3271;57338;2202369842;9165011;116;130
1615395172.7042346;9;3129270224;3272;96009;2217731232;15361390;116;84
1615395172.7449257;9;3129310913;3273;40689;2224224084;6492852;116;102
1615395172.8043299;9;3129370252;3274;59339;2233718390;9494306;116;84
1615395172.8436632;9;3129408792;3275;38540;2239884858;6166468;116;79
1615395172.9024901;9;3129468211;3276;59419;2249374101;9489243;116;134
1615395172.9438171;9;3129509626;3277;41415;2256000485;6626384;116;79
1615395173.0015237;9;3129567194;3278;57568;2265211463;9210978;116;79
1615395173.1047733;9;3129670283;3279;103089;2281687962;16476499;116;109
1615395173.2075713;9;3129773618;3280;103335;2298203951;16515989;116;137
1615395173.309055;9;3129875260;3281;101642;2314466637;16262686;116;81
1615395173.3525321;9;3129918525;3282;43265;2321371392;6904755;116;103
1615395173.4136972;9;3129979596;3283;61071;2331142682;9771290;116;83
1615395173.522208;9;3130087831;3284;108235;2348442621;17299939;116;136
1615395173.5648067;9;3130130203;3285;42372;2355222117;6779496;116;80
1615395173.6293983;9;3130195384;3286;65181;2365642038;10419921;116;91
1615395173.6725276;9;3130237777;3287;42393;2372416322;6774284;116;103
1615395173.7393606;9;3130305350;3288;67573;2383227896;10811574;116;81
1615395173.8506312;9;3130416421;3289;111071;2400981695;17753799;116;133
1615395173.895513;9;3130461708;3290;45287;2408227511;7245816;116;83
1615395173.962393;9;3130528275;3291;66567;2418860602;10633091;116;104
1615395174.079219;9;3130644831;3292;116556;2437500511;18639909;116;124
1615395174.1253123;9;3130691528;3293;46697;2444963405;7462894;116;83
1615395174.1888568;9;3130755015;3294;63487;2455121333;10157928;116;84
1615395174.307221;9;3130872424;3295;117409;2473906797;18785464;116;82
1615395174.4292388;9;3130995142;3296;122718;2493541611;19634814;116;81
1615395174.4827583;9;3131048658;3297;53516;2502095517;8553906;116;91
1615395174.5497756;9;3131115831;3298;67173;2512834533;10739016;116;84
1615395174.6728013;9;3131238630;3299;122799;2532482361;19647828;116;85
1615395174.7284765;9;3131294270;3300;55640;2541384703;8902342;116;80
1615395174.7987578;9;3131364891;3301;70621;2552683999;11299296;116;84
1615395174.8545825;9;3131420361;3302;55470;2561559345;8875346;116;79
1615395174.9222393;9;3131488203;3303;67842;2572396633;10837288;116;108
1615395174.9794059;9;3131545487;3304;57284;2581562123;9165490;116;79
1615395175.05041;9;3131616484;3305;70997;2592921651;11359528;116;80
1615395175.1791663;9;3131744946;3306;128462;2613475509;20553858;116;81
1615395175.3105428;9;3131875992;3307;131046;2634434153;20958644;116;93
1615395175.367402;9;3131933498;3308;57506;2643635119;9200966;116;83
1615395175.4440885;9;3132010223;3309;76725;2655911073;12275954;116;96
1615395175.5782828;9;3132144354;3310;134131;2677363106;21452033;116;137
1615395175.6352818;9;3132200936;3311;56582;2686416274;9053168;116;80
1615395175.7235665;9;3132289788;3312;88852;2700615246;14198972;116;108
1615395175.7598224;9;3132325586;3313;35798;2706342848;5727602;116;80
1615395175.8338833;9;3132400201;3314;74615;2718263505;11920657;116;131
1615395175.979668;9;3132545437;3315;145236;2741492364;23228859;116;98
1615395176.0395076;9;3132605691;3316;60254;2751124276;9631912;116;100
1615395176.1261477;9;3132691741;3317;86050;2764883217;13758941;116;124
1615395176.1883688;9;3132754390;3318;62649;2774898473;10015256;116;103
1615395176.2737017;9;3132839496;3319;85106;2788506424;13607951;116;123
1615395176.3376043;9;3132903595;3320;64099;2798753534;10247110;116;104
1615395176.4270093;9;3132993273;3321;89678;2813093079;14339545;116;124
1615395176.4908912;9;3133056974;3322;63701;2823276511;10183432;116;100
1615395176.5852249;9;3133151019;3323;94045;2838314744;15038233;116;124
1615395176.7433176;9;3133309071;3324;158052;2863576693;25261949;116;137
1615395176.81472;9;3133381106;3325;72035;2875102199;11525506;116;81
1615395176.907459;9;3133472991;3326;91885;2889786104;14683905;116;108
1615395176.9866302;9;3133552498;3327;79507;2902507214;12721110;116;81
1615395177.0777805;9;3133643689;3328;91191;2917080197;14572983;116;120
1615395177.1634352;9;3133729244;3329;85555;2930768925;13688728;116;81
1615395177.2570415;9;3133822985;3330;93741;2945767557;14998632;116;81
1615395177.344924;9;3133910906;3331;87921;2959834893;14067336;116;81
1615395177.445218;9;3134010996;3332;100090;2975831971;15997078;116;93
1615395177.5363858;9;3134101838;3333;90842;2990366535;14534564;116;80
1615395177.640295;9;3134206014;3334;104176;3007034851;16668316;116;82
1615395177.7340744;9;3134300140;3335;94126;3022094953;15060102;116;81
1615395177.8406146;9;3134406480;3336;106340;3039091997;16997044;116;94
1615395177.940836;9;3134506738;3337;100258;3055133299;16041302;116;85
1615395178.0485458;9;3134614719;3338;107981;3072410249;17276950;116;82
1615395178.1487033;9;3134714393;3339;99674;3088358021;15947772;116;80
1615395178.2659805;9;3134831876;3340;117483;3107146625;18788604;116;113
1615395178.367386;9;3134933144;3341;101268;3123349543;16202918;116;98
1615395178.4848742;9;3135050540;3342;117396;3142123830;18774287;116;137
1615395178.5931878;9;3135159115;3343;108575;3159487256;17363426;116;97
1615395178.7133467;9;3135279057;3344;119942;3178669164;19181908;116;101
1615395178.8239257;9;3135389813;3345;110756;3196372417;17703253;116;137
1615395178.9408271;9;3135506716;3346;116903;3215059226;18686809;116;109
1615395179.047959;9;3135613830;3347;107114;3232188449;17129223;116;125
1615395179.1644092;9;3135730225;3348;116395;3250802963;18614514;116;109
1615395179.26844;9;3135834285;3349;104060;3267434988;16632025;116;141
1615395179.3856156;9;3135951069;3350;116784;3286102681;18667693;116;109
1615395179.6029537;9;3136168849;3351;217780;3320929860;34827179;116;138
1615395179.696147;9;3136262150;3352;93301;3335840361;14910501;116;108
1615395179.8079574;9;3136373960;3353;111810;3353720824;17880463;116;121
1615395179.9040716;9;3136470269;3354;96309;3369121604;15400780;116;105
1615395180.0113392;9;3136577404;3355;107135;3386245505;17123901;116;121
1615395180.1126492;9;3136678326;3356;100922;3402393025;16147520;116;81
1615395180.2218173;9;3136787369;3357;109043;3419839967;17446942;116;82
1615395180.3293355;9;3136895090;3358;107721;3437075375;17235408;116;84
1615395180.4549882;9;3137020625;3359;125535;3457143475;20068100;116;93
1615395180.5816896;9;3137147324;3360;126699;3477415333;20271858;116;81
1615395180.7353182;9;3137300840;3361;153516;3501969267;24553934;116;90
1615395180.8810592;9;3137446569;3362;145729;3525277195;23307928;116;90
1615395181.1072845;9;3137672922;3363;226353;3561493649;36216454;116;103
1615395181.3257792;9;3137891255;3364;218333;3596418221;34924572;116;194
1615395181.83242;9;3138399417;3365;508162;3677671198;81252977;116;167
1615395181.8351426;9;3138399969;3366;552;3677759388;88190;116;76
1615395181.8375447;9;3138400097;3367;128;3677779916;20528;116;343
